pair_id,source_split,domain,prompt,evidence,response_a,response_b,criteria,perturbation_type,source_dataset,source_example_id,annotator_label,annotator_reason
llm_core_fact_check_000096,test,fact_check,"Xác nhận tính chính xác của thông tin sau và cho kết luận có căn cứ: ""Vào ngày 24-3, lãnh đạo tỉnh Bình Dương đã có buổi trao đổi với lãnh đạo nhiều tỉnh về quy hoạch, hạ tầng giao thông và phát triển công nghiệp."" Đưa ra (1) đoạn ngắn tóm tắt bằng chứng hỗ trợ hoặc phản bác câu trên dựa trên nguồn tin đáng tin cậy, (2) đánh giá có căn cứ và được hiệu chỉnh về mức độ chắc chắn (ví dụ: có đủ bằng chứng/thiếu bằng chứng...), và (3) nếu cần, nêu rõ phần thông tin còn thiếu hoặc cần kiểm chứng thêm.","Ngày 24-3, lãnh đạo tỉnh Bình Dương đã có buổi trao đổi với lãnh đạo nhiều tỉnh xoay quanh các vấn đề về quy hoạch, hạ tầng giao thông, phát triển công nghiệp…","Có tin nói rằng lãnh đạo Bình Dương họp với các tỉnh vào ngày 24-3 về quy hoạch và hạ tầng, nên có thể đúng nhưng chưa chắc chắn. Cần tìm bài báo khác để chắc hơn.","Bằng chứng: Một bản tin ghi rõ vào ngày 24-3, lãnh đạo tỉnh Bình Dương đã tổ chức buổi trao đổi với lãnh đạo nhiều tỉnh, nội dung thảo luận bao gồm quy hoạch, hạ tầng giao thông và phát triển công nghiệp. Kết luận: Thông tin được xác nhận là có cơ sở. Mức độ chắc chắn: cao (bằng chứng trực tiếp từ bản tin nêu ngày và nội dung). Phần cần kiểm chứng thêm: nguồn tin cụ thể và tên các đại biểu tham dự để tăng độ chi tiết.",answer_correctness; calibration; conciseness_without_loss,correct_concise_vs_fluent_unsupported,ViFactCheck,vifactcheck_dev_19655276_000095,,
llm_core_fact_check_000098,test,fact_check,"Xác minh tính đúng/sai của tuyên bố sau bằng cách đối chiếu với nguồn tin đáng tin cậy: ""Chương trình giới thiệu du lịch Việt Nam và các tuần văn hóa Việt Nam tại các thị trường trọng điểm quốc tế (ASEAN, Đông Bắc Á, châu Âu, Ấn Độ, Australia, Mỹ...) đã quảng bá du lịch Việt Nam, du lịch Bình Thuận và Năm Du lịch quốc gia 2023."" Hãy: (1) nêu rõ bằng chứng bạn tìm được ủng hộ hoặc phản bác từng phần của tuyên bố (liệt kê trích dẫn hoặc mô tả nguồn); (2) đánh giá độ chắc chắn của kết luận (rất chắc / có khả năng / không chắc / không thể kết luận) và giải thích lý do; (3) nếu bằng chứng không đủ, ghi rõ phần nào thiếu và đề xuất loại nguồn cần tìm thêm.","quảng bá du lịch Việt Nam, du lịch Bình Thuận và Năm Du lịch quốc gia 2023 tại chương trình giới thiệu du lịch Việt Nam và các tuần văn hóa Việt Nam tại thị trường trọng điểm quốc tế (ASEAN, Đông Bắc Á, châu Âu, Ấn Độ, Australia, Mỹ...).","Có bằng chứng rõ ràng rằng chương trình đã quảng bá cả du lịch Việt Nam, du lịch Bình Thuận và Năm Du lịch quốc gia 2023 ở các thị trường trọng điểm nêu trên. Vì tuyên bố đã nêu rõ nội dung này và nguồn đưa ra cùng thông tin nên có thể coi là đúng hoàn toàn mà không cần thêm kiểm tra.","Tổng quan bằng chứng: Không có bằng chứng cụ thể trong nguồn được cung cấp để khẳng định đầy đủ rằng chương trình trên đã quảng bá cùng lúc cả ba mục: du lịch Việt Nam (chung), du lịch Bình Thuận, và Năm Du lịch quốc gia 2023 tại tất cả các thị trường nêu. Bằng chứng hiện tại chỉ lặp lại tuyên bố mà không cung cấp tài liệu xác nhận chi tiết.
Các phần phân tích:
- Quảng bá du lịch Việt Nam (khái quát): Có khả năng đúng nhưng không chắc. Nhiều chương trình giới thiệu quốc tế thường quảng bá du lịch Việt Nam nói chung; tuy nhiên không có nguồn cụ thể để xác nhận chương trình này đã làm vậy.
- Quảng bá du lịch Bình Thuận (cụ thể địa phương): Không thể kết luận. Không có bằng chứng trích dẫn chương trình nêu tên hoặc nội dung về Bình Thuận.
- Quảng bá Năm Du lịch quốc gia 2023: Không thể kết luận. Cần tài liệu chính thức (thông cáo, kịch bản chương trình, bản ghi hình) để chứng minh yếu tố này.
Độ chắc chắn kết luận: Tổng thể — không chắc / không thể kết luận do thiếu bằng chứng trực tiếp.
Thiếu gì và đề xuất tìm thêm nguồn: thiếu tài liệu xác minh như thông cáo báo chí của VTV, kịch bản chương trình, bản ghi hình phát sóng, danh sách nội dung sự kiện, hoặc nguồn tin từ Bộ Văn hóa, Thể thao và Du lịch/UBND tỉnh Bình Thuận. Nếu có các nguồn này, hãy kiểm tra xem tên Bình Thuận và ""Năm Du lịch quốc gia 2023"" có xuất hiện trong mô tả chương trình hay không, và trong thị trường/quốc gia nào chương trình được phát sóng.",answer_correctness; calibration; conciseness_without_loss,grounded_calibrated_vs_overconfident,ViFactCheck,vifactcheck_dev_18427952_000097,,
llm_core_fact_check_000100,test,fact_check,"Hôm 23/3, Thượng tá Lê Mạnh Hà, Phó Trưởng Phòng Tham mưu Công an TPHCM, thông tin tới báo chí về lý do không khởi tố bốn tiếp viên hàng không của Vietnam Airlines vì mang ma túy từ Pháp về Việt Nam. Dựa trên đoạn thông tin sau và chỉ những nguồn có trong đoạn này, hãy xác định xem phát biểu trên có chính xác không. Trình bày: (1) tóm tắt ngắn phần thông tin đã cho; (2) đối chiếu những chi tiết có trong thông tin với tuyên bố ban đầu (ai, chức danh, thời điểm, nội dung quyết định không khởi tố, và lý do nếu có); (3) kết luận rõ ràng và thận trọng về mức độ đáng tin của tuyên bố (ví dụ: xác nhận chính xác, một phần chính xác, hoặc không thể xác định từ thông tin); (4) nếu thông tin còn thiếu để kết luận chắc chắn, nêu cụ thể những chi tiết cần kiểm chứng thêm.","Chiều 23/3, thông tin tới báo chí, Thượng tá Lê Mạnh Hà, Phó Trưởng Phòng Tham mưu, Công an TPHCM giải thích lý do không khởi tố 4 tiếp viên hàng không của Vietnam Airlines xách ma túy từ Pháp về Việt Nam","Có thể đúng: Có ghi là chiều 23/3 Thượng tá Lê Mạnh Hà, Phó Trưởng Phòng Tham mưu Công an TPHCM đã nói với báo chí về việc không khởi tố bốn tiếp viên Vietnam Airlines vì xách ma túy từ Pháp. Nhưng đoạn trích ngắn nên chưa thể biết chi tiết lý do hoặc xác thực mọi chi tiết; cần xem bản tin đầy đủ hoặc thông báo của công an để chắc chắn.","Tóm tắt: Theo đoạn thông tin, chiều 23/3 Thượng tá Lê Mạnh Hà, Phó Trưởng Phòng Tham mưu Công an TPHCM, đã thông tin với báo chí về lý do không khởi tố bốn tiếp viên của Vietnam Airlines liên quan đến việc mang ma túy từ Pháp về Việt Nam. Đối chiếu: Thông tin nêu rõ người phát ngôn (Thượng tá Lê Mạnh Hà), chức danh, thời điểm (chiều 23/3) và nội dung là ông giải thích lý do không khởi tố bốn tiếp viên liên quan đến ma túy. Kết luận: Phát biểu về việc Thượng tá Lê Mạnh Hà thông tin lý do không khởi tố bốn tiếp viên chiều 23/3 được xác nhận là đúng theo đoạn chứng cứ này. Hạn chế / cần kiểm chứng thêm: Đoạn trích không nêu chi tiết lý do cụ thể hoặc tài liệu điều tra; nếu cần xác định tính hợp lệ của lý do (ví dụ căn cứ pháp lý, kết quả xét nghiệm, quy trình điều tra), cần thêm nguồn chính thức hoặc văn bản kết luận điều tra.",answer_correctness; calibration; conciseness_without_loss,faithful_vs_subtle_hallucination,ViFactCheck,vifactcheck_dev_19089142_000099,,
llm_core_fact_check_000105,test,fact_check,"Xác nhận tính chính xác của thông tin sau và cho kết luận có điều chỉnh: “Sau trận động đất, có tới 5,3 triệu người tại Syria mất nhà; gần 900.000 người tại Thổ Nhĩ Kỳ và Syria cần thực phẩm; có nguy cơ bùng phát các bệnh truyền nhiễm do thực phẩm và nước sinh hoạt không đảm bảo vệ sinh, có thể ảnh hưởng tới các nước khác trong khu vực.” Đối chiếu từng đoạn thông tin với bằng chứng đã cho và chỉ ra (1) phần nào được chứng thực bởi bằng chứng, (2) phần nào không được chứng thực hoặc thiếu bằng chứng, và (3) kết luận tổng quát có cân nhắc độ chắc chắn (ví dụ: chắc chắn/khả năng cao/không đủ bằng chứng). Trả lời ngắn gọn, nêu rõ nguồn bằng chứng bạn đối chiếu (đã cung cấp dưới đây).","cảnh báo nguy cơ dịch bệnh truyền nhiễm lây lan sau động đất, đặc biệt là các bệnh phát sinh do thực phẩm và nước sinh hoạt không đảm bảo vệ sinh. có tới 5,3 triệu người tại Syria mất nhà cửa sau trận động đất, trong khi có gần 900.000 người tại cả Thổ Nhĩ Kỳ và Syria cần thực phẩm.","- ""5,3 triệu người tại Syria mất nhà"": được chứng thực bởi bằng chứng được cung cấp. Độ chắc chắn: cao.
- ""gần 900.000 người tại Thổ Nhĩ Kỳ và Syria cần thực phẩm"": được chứng thực bởi bằng chứng được cung cấp (ghi nhận nhu cầu lương thực ~900.000 người tại cả hai nước). Độ chắc chắn: cao.
- ""nguy cơ bùng phát bệnh truyền nhiễm do thực phẩm và nước sinh hoạt không đảm bảo, có thể ảnh hưởng tới các nước khác"": bằng chứng nêu rõ cảnh báo về nguy cơ dịch lan sau động đất, đặc biệt liên quan thực phẩm và nước; tuy nhiên bằng chứng không cung cấp chi tiết mức độ lan sang các nước khác. Kết luận: nguy cơ địa phương là có cơ sở (khả năng cao), nhưng bằng chứng hiện có không đủ để khẳng định chắc chắn rằng sẽ lan sang các nước khác.
Tổng kết: Một số điểm số liệu được chứng thực; mối nguy về bệnh truyền nhiễm được cảnh báo và có cơ sở, nhưng khả năng lan ra khu vực lân cận chưa được chứng minh rõ ràng trong bằng chứng này.","Tất cả các phần của tuyên bố đều đúng hoàn toàn: 5,3 triệu người Syria mất nhà, gần 900.000 người Thổ Nhĩ Kỳ và Syria cần thực phẩm, và chắc chắn sẽ có dịch bệnh lây lan sang các nước khác do nước và thực phẩm ô nhiễm.",answer_correctness; calibration; conciseness_without_loss,correct_concise_vs_fluent_unsupported,ViFactCheck,vifactcheck_dev_18264915_000104,,
llm_core_fact_check_000114,test,fact_check,"Xác định tính đúng/sai của nhận định sau và giải thích ngắn gọn dựa trên bằng chứng: “Đại diện Cục Quản lý Công sản thuộc Bộ Tài chính cho rằng cần rà soát để quy định đầy đủ các khoản thu này và chỉnh sửa tên của từng khoản thu cho phù hợp.” Hãy đối chiếu với nguồn được cung cấp, nêu rõ bằng chứng trích dẫn (câu hoặc cụm từ) nếu có, và đưa kết luận có độ chắc chắn (ví dụ: chắc chắn/không chắc chắn).",cần rà soát để quy định đầy đủ các khoản thu này và chỉnh sửa tên của từng khoản thu cho phù hợp. Đại diện Cục Quản lý Công sản - Bộ Tài chính cho rằng,Bằng chứng trong nguồn trực tiếp ghi: “cần rà soát để quy định đầy đủ các khoản thu này và chỉnh sửa tên của từng khoản thu cho phù hợp. Đại diện Cục Quản lý Công sản - Bộ Tài chính cho rằng”. Do đó nhận định phản ánh chính xác nội dung được trích dẫn. Kết luận: nhận định đúng (chắc chắn).,"Câu trích dẫn cho thấy Cục Quản lý Công sản - Bộ Tài chính muốn rà soát và chỉnh sửa tên các khoản thu, nên về cơ bản nhận định là chính xác. Tuy nhiên nếu không có ngữ cảnh thêm thì khó khẳng định hoàn toàn, nên chỉ có thể nói là phần lớn đúng.",answer_correctness; calibration; conciseness_without_loss,correct_concise_vs_fluent_unsupported,ViFactCheck,vifactcheck_dev_18845975_000113,,
llm_core_fact_check_000127,test,fact_check,"Xác nhận hoặc bác bỏ thông tin sau bằng cách đối chiếu với bằng chứng: ""Chủ tịch Hội đồng Bộ trưởng đầu tiên của nước Cộng hòa Xã hội chủ nghĩa Việt Nam là Phạm Văn Đồng."" Trình bày (1) trích dẫn ngắn từ bằng chứng liên quan, (2) phân tích ngắn về mức độ phù hợp giữa bằng chứng và tuyên bố, và (3) kết luận rõ ràng, cân nhắc độ chắc chắn (ví dụ: rất chắc, có bằng chứng, không chắc).","Phạm Văn Đồng (1 tháng 3 năm 1906 – 29 tháng 4 năm 2000) là Thủ tướng đầu tiên của nước Cộng hòa Xã hội chủ nghĩa Việt Nam từ năm 1976 (từ năm 1981 gọi là Chủ tịch Hội đồng Bộ trưởng) cho đến khi nghỉ hưu năm 1987. Trước đó ông từng giữ chức vụ Thủ tướng Chính phủ Việt Nam Dân chủ Cộng hòa từ năm 1955 đến năm 1976. Ông là vị Thủ tướng Việt Nam tại vị lâu nhất (1955–1987). Ông là học trò, cộng sự của Chủ tịch Hồ Chí Minh. Ông có tên gọi thân mật là Tô, đây từng là bí danh của ông. Ông còn có tên gọi là Lâm Bá Kiệt khi làm Phó chủ nhiệm cơ quan Biện sự xứ tại Quế Lâm (Chủ nhiệm là Hồ Học Lãm).","Trích dẫn: ""Phạm Văn Đồng ... là Thủ tướng đầu tiên của nước Cộng hòa Xã hội chủ nghĩa Việt Nam từ năm 1976 (từ năm 1981 gọi là Chủ tịch Hội đồng Bộ trưởng) cho đến khi nghỉ hưu năm 1987."" Phân tích: Bằng chứng cho thấy Phạm Văn Đồng giữ chức Thủ tướng từ 1976 và từ 1981 chức danh tương đương là ""Chủ tịch Hội đồng Bộ trưởng"", do đó khẳng định ông là người giữ vị trí tương đương đầu tiên sau năm 1976. Kết luận: Hỗ trợ mạnh mẽ — rất chắc rằng tuyên bố đúng (Phạm Văn Đồng).","Phạm Văn Đồng từng là lãnh đạo cao cấp của chính phủ và được gọi là Chủ tịch Hội đồng Bộ trưởng vào những năm 1980, nên có khả năng ông là người đầu tiên giữ chức đó, nhưng có thể còn người khác trước đó; tôi không thể chắc chắn hoàn toàn.",answer_correctness; calibration; conciseness_without_loss,faithful_vs_subtle_hallucination,UIT-ViQuAD2.0,0001-0001-0007,,
llm_core_fact_check_000129,test,fact_check,"Xác nhận thông tin sau và kết luận có thang đo độ tin cậy: ""Chức vụ mà Phạm Văn Đồng đảm nhiệm tại Hội nghị Genève về Đông Dương là Trưởng phái đoàn Chính phủ."" Dùng đoạn trích sau làm bằng chứng: ""Năm 1954, ông được giao nhiệm vụ Trưởng phái đoàn Chính phủ dự Hội nghị Genève về Đông Dương. Những đóng góp của đoàn Việt Nam do ông đứng đầu là vô cùng quan trọng..."" Hãy: 1) ghi lại chính xác ý chính trong bằng chứng; 2) đánh giá xem bằng chứng có ủng hộ, mâu thuẫn hay không đủ thông tin cho tuyên bố; 3) cho kết luận rõ ràng kèm mức độ tin cậy (cao/trung bình/thấp) và lý do ngắn gọn.","Năm 1954, ông được giao nhiệm vụ Trưởng phái đoàn Chính phủ dự Hội nghị Genève về Đông Dương. Những đóng góp của đoàn Việt Nam do ông đứng đầu là vô cùng quan trọng, tạo ra những đột phá đưa Hội nghị tới thành công. Trải qua 8 phiên họp toàn thể và 23 phiên họp rất căng thẳng và phức tạp, với tinh thần chủ động và cố gắng của phái đoàn Việt Nam, ngày 20/7/1954, bản Hiệp định đình chỉ chiến sự ở Việt Nam, Campuchia và Lào đã được ký kết thừa nhận tôn trọng độc lập, chủ quyền, của nước Việt Nam, Lào và Campuchia.","Bằng chứng nêu rõ: ""Năm 1954, ông được giao nhiệm vụ Trưởng phái đoàn Chính phủ dự Hội nghị Genève về Đông Dương."" Bằng chứng ủng hộ trực tiếp tuyên bố rằng Phạm Văn Đồng là Trưởng phái đoàn Chính phủ tại Hội nghị Genève về Đông Dương. Kết luận: Đúng. Mức độ tin cậy: cao — vì tuyên bố được trích trực tiếp trong bằng chứng.","Đoạn trích nói rằng ông được giao một vai trò quan trọng tại Hội nghị Genève và đứng đầu đoàn Việt Nam. Có vẻ như chức danh là trưởng đoàn chính phủ, nên tuyên bố có vẻ đúng, nhưng nếu cần chắc chắn thì nên kiểm tra thêm nguồn khác. Kết luận: Có khả năng đúng. Mức độ tin cậy: trung bình.",answer_correctness; calibration; conciseness_without_loss,correct_concise_vs_fluent_unsupported,UIT-ViQuAD2.0,0001-0002-0002,,
llm_core_fact_check_000143,test,fact_check,"Xác minh tính chính xác của thông tin sau và cho kết luận rõ ràng, có căn cứ: ""Công ty TNHH Mua bán nợ DSP có địa chỉ 91 Pasteur, phường Bến Nghé, quận 1, TP HCM và công ty này mua các khoản nợ mà khách hàng đã vay."" Đối chiếu với bằng chứng được cung cấp và nêu những điểm chứng thực hoặc bác bỏ từng phần (tên công ty, địa chỉ, hoạt động mua nợ). Kết luận cuối cùng nên thể hiện mức độ chắc chắn (ví dụ: rất chắc, có bằng chứng nhưng không đầy đủ, hoặc không đúng) và giải thích ngắn các nguồn thông tin đã dùng để ra kết luận.","Công ty TNHH Mua bán nợ DSP, địa chỉ: Tầng 4, Chung cư Lữ Gia, số 70 Lữ Gia, phường 15, quận 11, TP HCM, mua các khoản nợ mà khách hàng đã vay","Bằng chứng phản bác phần địa chỉ trong thông tin gốc: địa chỉ chính xác theo nguồn là Tầng 4, Chung cư Lữ Gia, số 70 Lữ Gia, phường 15, quận 11, TP HCM — không phải 91 Pasteur, phường Bến Nghé, quận 1. Phần tuyên bố về hoạt động mua nợ được chứng thực bởi cùng nguồn (nêu rõ công ty mua các khoản nợ mà khách hàng đã vay). Kết luận: thông tin về địa chỉ là sai; thông tin về hoạt động mua nợ là đúng. Mức độ chắc chắn: cao cho cả hai kết luận vì evidence rõ ràng nêu địa chỉ và mô tả hoạt động.","Có vẻ như công ty DSP mua nợ đúng, nhưng địa chỉ có thể khác hoặc đã chuyển trụ sở — nên không thể khẳng định hoàn toàn. Tôi nghiêng về việc thông tin địa chỉ là sai, còn việc mua nợ thì có vẻ đúng nhưng cần kiểm tra thêm các nguồn khác như đăng ký kinh doanh để chắc chắn.",answer_correctness; calibration; conciseness_without_loss,grounded_calibrated_vs_overconfident,ViFactCheck,vifactcheck_dev_19570487_000002,,
llm_core_fact_check_000144,test,fact_check,"Đọc kỹ đoạn sau và cho biết liệu tuyên bố dưới đây có phù hợp với bằng chứng kèm theo không. Tuyên bố: “Những người trẻ sinh ra trong thời đại kỹ thuật số có cả lợi thế về khả năng thích nghi với công nghệ và đồng thời có nguy cơ dễ phụ thuộc vào công nghệ nếu không được hướng dẫn đúng.” Hãy: 1) Tóm tắt ngắn gọn các điểm bằng chứng liên quan; 2) Đưa kết luận thận trọng (ví dụ: hoàn toàn phù hợp / phần lớn phù hợp / không đủ bằng chứng) với lý do ngắn; 3) Nếu cần, ghi thêm những thông tin hoặc bằng chứng bổ sung nào sẽ giúp củng cố kết luận.","Đây là thế hệ được sinh ra trong thời đại công nghệ và số hóa hoàn toàn nên có sự sáng tạo, linh hoạt và khả năng thích nghi với các công nghệ mới Những người trẻ của thế hệ này có nguy cơ dễ dàng phụ thuộc vào công nghệ nếu không được giáo dục cách sử dụng nó một cách hợp lý.",Bằng chứng xác nhận hoàn toàn tuyên bố: thế hệ trẻ vừa giỏi công nghệ vừa dễ bị lệ thuộc nếu không được dạy. Không cần thêm gì vì câu mô tả đã đúng bản chất.,"Tóm tắt bằng chứng: Nguồn cho biết thế hệ trẻ sinh ra trong thời đại số có sự sáng tạo, linh hoạt và khả năng thích nghi với công nghệ mới; đồng thời nêu họ có nguy cơ dễ phụ thuộc vào công nghệ nếu không được giáo dục cách sử dụng hợp lý. Kết luận: Phần lớn phù hợp — bằng chứng ủng hộ cả hai khía cạnh (thích nghi và rủi ro phụ thuộc), nhưng là nhận xét tổng quát, không nêu dữ liệu định lượng. Bằng chứng bổ sung cần thiết: nghiên cứu/số liệu về tần suất sử dụng, mức độ phụ thuộc thực tế và hiệu quả các chương trình giáo dục số để đánh giá mức rủi ro cụ thể.",answer_correctness; calibration; conciseness_without_loss,correct_concise_vs_fluent_unsupported,ViFactCheck,vifactcheck_dev_18192414_000003,,
llm_core_fact_check_000148,test,fact_check,"Kiểm chứng thông tin sau bằng cách đối chiếu với bằng chứng kèm theo và kết luận rõ ràng, có hiệu chỉnh độ chắc chắn: ""Bồ Đào Nha là một quốc gia có rất ít lịch sử và văn hóa."" Hãy nêu (1) phần tóm tắt ngắn bằng chứng được cung cấp; (2) phân tích xem bằng chứng đó ủng hộ, bác bỏ hay không đủ thông tin cho tuyên bố, giải thích cụ thể vì sao; (3) kết luận cuối cùng với mức độ chắc chắn (chẳng hạn: rất chắc, khá chắc, không chắc).","Lisbon - thủ đô Bồ Đào Nha và thành phố cảng Porto. Lisbon chứa đựng chiều dài lịch sử huy hoàng, biểu tượng thịnh vượng của Bồ Đào Nha","Bằng chứng nói về Lisbon và Porto, nhưng không đủ để khẳng định toàn bộ lịch sử Bồ Đào Nha. Vì vậy không thể kết luận chắc rằng tuyên bố là sai — có thể một số vùng ít văn hóa. Kết luận: không đủ thông tin để xác định, mức độ: không chắc.","Bằng chứng cung cấp: Lisbon (thủ đô) và Porto (thành phố cảng); nêu rằng Lisbon có chiều dài lịch sử huy hoàng và là biểu tượng thịnh vượng của Bồ Đào Nha. Phân tích: mô tả về Lisbon cho thấy Bồ Đào Nha có di sản lịch sử và văn hóa đáng kể—ít nhất là ở quy mô đô thị và biểu tượng quốc gia; thông tin này trực tiếp mâu thuẫn với khẳng định rằng Bồ Đào Nha có rất ít lịch sử và văn hóa. Kết luận: Bác bỏ tuyên bố; mức độ chắc chắn: khá chắc (bằng chứng trực tiếp cho yếu tố lịch sử/văn hóa ở thủ đô, nhưng còn thiếu chi tiết về toàn bộ lịch sử văn hóa của cả nước).",answer_correctness; calibration; conciseness_without_loss,faithful_vs_subtle_hallucination,ViFactCheck,vifactcheck_dev_19023702_000007,,
llm_core_fact_check_000151,test,fact_check,"Trong một câu ngắn, xác định xem thông tin sau có chính xác hay không, dựa trên bằng chứng được cung cấp ở phần Evidence. Câu cần kiểm chứng: “Ngày 30/2 máy bay Airbus A321neo thứ hai cho hãng hàng không trung lưu HK Express đã được Airbus bàn giao thành công.” Yêu cầu: 1) So sánh chi tiết giữa tuyên bố và Evidence; 2) Nêu rõ các điểm bất đồng hoặc trùng khớp; 3) Kết luận rõ ràng, thang độ tin cậy (cao/trung bình/thấp) và một câu giải thích ngắn (1-2 câu) nêu lý do tại sao bạn đưa ra kết luận đó.","Ngày 29.3, Airbus thông báo đã bàn giao thành công máy bay Airbus A321neo đầu tiên cho hãng hàng không giá rẻ HK Express, thành viên thuộc Tập đoàn Cathay Pacific có trụ sở tại Hồng Kông","Kết luận: Có thể không chính xác (độ tin cậy trung bình). Lý do: Evidence ghi Airbus bàn giao vào 29/3 chiếc A321neo đầu tiên cho HK Express, nên tuyên bố về “thứ hai” và “30/2” rất đáng ngờ; tuy nhiên do có thể có lỗi gõ hoặc nhầm ngày nên cần kiểm tra nguồn khác để chắc chắn.","Kết luận: Sai (độ tin cậy cao). Lý do: Evidence ghi là ngày 29/3 và là chiếc A321neo đầu tiên của HK Express, trong khi tuyên bố nói ngày 30/2 (ngày không tồn tại) và là chiếc thứ hai; các chi tiết về ngày và số thứ tự mâu thuẫn rõ ràng với bằng chứng.",answer_correctness; calibration; conciseness_without_loss,faithful_vs_subtle_hallucination,ViFactCheck,vifactcheck_dev_18621446_000010,,
llm_core_fact_check_000157,test,fact_check,"Kiểm tra tuyên bố sau và cho kết luận có căn cứ: “Sáng 30-3 tại một ngôi đền ở thành phố Indore (Ấn Độ), hơn 30 người rơi xuống giếng nhưng chỉ hơn 17 người sống sót.” Hãy: 1) Trích dẫn bằng chứng hỗ trợ hoặc phản bác tuyên bố (nguồn tin, trích dẫn, số liệu); 2) Đánh giá từng phần của tuyên bố (số người rơi xuống, địa điểm, thời điểm, số người sống sót) so với bằng chứng; 3) Kết luận cuối cùng dạng có điều chỉnh/không chắc chắn (ví dụ: chứng thực, phản bác, hoặc không đủ thông tin) với độ tin cậy ngắn gọn và lý do chính.",nhưng chỉ có hơn 17 người sống sót hơn 30 người rơi xuống giếng một ngôi đền ở TP Indore - Ấn Độ sáng 30-3.,"Không chắc; nghe hơi điên rồ nên tôi không khẳng định được. Nếu bạn muốn chắc, nên tìm báo mạng khác hoặc hỏi chính quyền địa phương. Tôi nghi ngờ con số nhưng không có ý đưa ra kết luận rõ ràng.","Bằng chứng sẵn có khẳng định rằng vào sáng 30-3 tại một ngôi đền ở Indore hơn 30 người đã rơi xuống giếng và hơn 17 người trong số đó sống sót. Các báo cáo địa phương nêu con số “hơn 30 người” bị rơi và “hơn 17 người” sống sót, không có mâu thuẫn với tuyên bố. Đánh giá theo mục: (1) Số người rơi xuống: phù hợp với báo cáo (“hơn 30”); (2) Địa điểm: phù hợp (ngôi đền ở TP Indore); (3) Thời điểm: phù hợp (sáng 30-3); (4) Số người sống sót: phù hợp (“hơn 17” sống sót). Kết luận: Có cơ sở để chấp nhận tuyên bố với mức độ tin cậy trung bình-cao, bởi vì bằng chứng công khai trực tiếp trùng khớp với từng phần của tuyên bố; nếu cần chính xác hóa con số tuyệt đối, cần nguồn chính thức từ cơ quan cứu hộ hoặc bệnh viện.",answer_correctness; calibration; conciseness_without_loss,faithful_vs_subtle_hallucination,ViFactCheck,vifactcheck_dev_19084673_000016,,
llm_core_fact_check_000161,test,fact_check,"Dự báo: Trong thập kỷ tới nhu cầu nhà ở tại Hà Nội sẽ tăng hay giảm, xét tới các nhóm dân cư có mức thu nhập khác nhau và khả năng đáp ứng chỗ ở cho từng nhóm? Vui lòng đối chiếu với bằng chứng liên quan (nếu có), nêu những yếu tố hỗ trợ hoặc hạn chế dự báo (ví dụ: di cư, chính sách nhà ở, thu nhập, giá nhà, quy hoạch), và kết luận có độ chắc chắn phù hợp (ví dụ: rất chắc, khá chắc, không chắc) kèm lý do ngắn. Nếu bằng chứng hiện tại không đủ để kết luận, hãy ghi rõ thiếu thông tin cần thiết.",giải quyết nhu cầu chỗ ở cho các tầng lớp dân cư với mức thu nhập khác nhau.,"Bằng chứng hiện có chỉ nêu mục tiêu giải quyết nhu cầu chỗ ở cho các tầng lớp thu nhập khác nhau, không cung cấp số liệu về dân số, di cư, thu nhập hay chính sách cụ thể ở Hà Nội. Do đó không đủ cơ sở để khẳng định liệu nhu cầu nhà ở sẽ tăng hay giảm trong thập kỷ tới. Các yếu tố cần xem xét thêm: tốc độ tăng dân số và di cư vào Hà Nội, xu hướng thu nhập và khả năng chi trả, tốc độ xây mới và cải tạo nhà ở xã hội, chính sách điều tiết giá và quỹ đất, cũng như xu hướng làm việc từ xa ảnh hưởng nhu cầu đô thị. Kết luận: thiếu thông tin — không thể đưa kết luận chắc chắn; độ chắc chắn: thấp. Đề xuất dữ liệu bổ sung: dự báo dân số, tỷ lệ di cư, tốc độ tăng giá nhà, kế hoạch xây nhà ở xã hội, và số liệu về thu nhập theo nhóm.","Với mục tiêu 'giải quyết nhu cầu chỗ ở cho các tầng lớp dân cư với mức thu nhập khác nhau', có thể kết luận rằng nhu cầu nhà ở tại Hà Nội sẽ tăng trong thập kỷ tới vì thành phố vẫn thu hút dân cư và cần bố trí chỗ ở cho nhiều nhóm thu nhập. Vì vậy, khả năng tăng là cao và cần tăng đầu tư xây dựng nhà ở. (Độ chắc chắn: cao.)",answer_correctness; calibration; conciseness_without_loss,grounded_calibrated_vs_overconfident,ViFactCheck,vifactcheck_dev_19024958_000020,,
